Season,TeamID,adj_o,adj_d,luck,rank,adj_em
2013,1142,105.6,102.5,0.003,131,0.576
2013,1117,97.4,94.6,-0.033,132,0.573
2013,1322,105.3,102.3,0.039,133,0.5729
2013,1150,98.8,96.0,0.145,134,0.5727
2013,1362,105.4,102.6,-0.040999999999999995,135,0.5694
2013,1362,105.4,102.6,-0.040999999999999995,135,0.5694
2013,1362,105.4,102.6,-0.040999999999999995,135,0.5694
2013,1362,105.4,102.6,-0.040999999999999995,135,0.5694
2013,1436,101.6,99.0,0.0,136,0.5673
2013,1321,102.6,100.0,-0.023,137,0.5661
2013,1416,105.0,102.4,0.05,138,0.5659
2013,1416,105.0,102.4,0.05,138,0.5659
2013,1416,105.0,102.4,0.05,138,0.5659
2013,1416,105.0,102.4,0.05,138,0.5659
2013,1293,103.5,101.0,-0.012,139,0.5612
2013,1414,100.0,97.8,0.015,140,0.5578
2013,1414,100.0,97.8,0.015,140,0.5578
2013,1414,100.0,97.8,0.015,140,0.5578
2013,1414,100.0,97.8,0.015,140,0.5578
2013,1352,102.3,100.2,0.037000000000000005,141,0.5546
2013,1352,102.3,100.2,0.037000000000000005,141,0.5546
2013,1352,102.3,100.2,0.037000000000000005,141,0.5546
2013,1352,102.3,100.2,0.037000000000000005,141,0.5546
2013,1206,101.8,99.7,-0.021,142,0.5525
2013,1206,101.8,99.7,-0.021,142,0.5525
2013,1206,101.8,99.7,-0.021,142,0.5525
2013,1206,101.8,99.7,-0.021,142,0.5525
2013,1426,97.7,95.7,0.054000000000000006,143,0.5525
2013,1426,97.7,95.7,0.054000000000000006,143,0.5525
2013,1426,97.7,95.7,0.054000000000000006,143,0.5525
2013,1426,97.7,95.7,0.054000000000000006,143,0.5525
2013,1264,93.9,92.2,-0.022000000000000002,144,0.5478
2013,1285,103.5,101.6,0.12,145,0.5473
2013,1378,99.1,97.4,-0.008,146,0.5431
2013,1378,99.1,97.4,-0.008,146,0.5431
2013,1378,99.1,97.4,-0.008,146,0.5431
2013,1378,99.1,97.4,-0.008,146,0.5431
2013,1107,100.7,99.0,0.08800000000000001,147,0.543
2013,1253,104.0,102.2,0.098,148,0.5425
2013,1336,100.6,99.0,0.019,149,0.5406
2013,1408,105.1,103.7,-0.047,150,0.5335
2013,1131,103.2,102.0,-0.025,151,0.5312
2013,1131,103.2,102.0,-0.025,151,0.5312
2013,1131,103.2,102.0,-0.025,151,0.5312
2013,1131,103.2,102.0,-0.025,151,0.5312
2013,1444,101.3,100.2,0.052000000000000005,152,0.5279
2013,1444,101.3,100.2,0.052000000000000005,152,0.5279
2013,1444,101.3,100.2,0.052000000000000005,152,0.5279
2013,1444,101.3,100.2,0.052000000000000005,152,0.5279
2013,1119,104.2,103.3,-0.083,153,0.5213
2013,1187,106.1,105.3,0.046,154,0.5185
2013,1187,106.1,105.3,0.046,154,0.5185
2013,1187,106.1,105.3,0.046,154,0.5185
2013,1187,106.1,105.3,0.046,154,0.5185
2013,1248,104.8,104.1,0.047,155,0.5171
2013,1351,97.1,96.5,0.04,156,0.5171
2013,1411,104.3,103.6,-0.061,157,0.5163
2013,1411,104.3,103.6,-0.061,157,0.5163
2013,1411,104.3,103.6,-0.061,157,0.5163
2013,1411,104.3,103.6,-0.061,157,0.5163
2013,1158,99.3,98.7,0.11,158,0.5139
2013,1158,99.3,98.7,0.11,158,0.5139
2013,1158,99.3,98.7,0.11,158,0.5139
2013,1158,99.3,98.7,0.11,158,0.5139
2013,1193,94.6,94.2,0.012,159,0.5126
2013,1412,98.8,98.6,0.003,160,0.5051
2013,1305,103.7,103.6,0.038,161,0.5017
2013,1177,104.2,104.3,-0.049,162,0.498
2013,1300,96.5,96.8,0.026000000000000002,163,0.493
2013,1300,96.5,96.8,0.026000000000000002,163,0.493
2013,1300,96.5,96.8,0.026000000000000002,163,0.493
2013,1300,96.5,96.8,0.026000000000000002,163,0.493
2013,1260,101.3,101.6,-0.08199999999999999,164,0.491
2013,1260,101.3,101.6,-0.08199999999999999,164,0.491
2013,1260,101.3,101.6,-0.08199999999999999,164,0.491
2013,1260,101.3,101.6,-0.08199999999999999,164,0.491
2013,1439,105.3,105.7,0.031,165,0.4906
2013,1439,105.3,105.7,0.031,165,0.4906
2013,1439,105.3,105.7,0.031,165,0.4906
2013,1439,105.3,105.7,0.031,165,0.4906
2013,1442,94.0,94.4,0.042,166,0.4895
2013,1442,94.0,94.4,0.042,166,0.4895
2013,1442,94.0,94.4,0.042,166,0.4895
2013,1442,94.0,94.4,0.042,166,0.4895
2013,1180,99.6,100.0,-0.08800000000000001,167,0.4892
2013,1398,102.6,103.3,0.046,168,0.4827
2013,1331,103.1,104.0,-0.032,169,0.4771
2013,1331,103.1,104.0,-0.032,169,0.4771
2013,1331,103.1,104.0,-0.032,169,0.4771
2013,1331,103.1,104.0,-0.032,169,0.4771
2013,1380,95.7,96.6,-0.018000000000000002,170,0.4765
2013,1174,101.9,103.0,0.078,171,0.473
2013,1133,100.4,101.4,0.027000000000000003,172,0.473
2013,1406,101.4,102.5,0.054000000000000006,173,0.473
2013,1360,100.8,101.9,0.039,174,0.4712
2013,1360,100.8,101.9,0.039,174,0.4712
2013,1360,100.8,101.9,0.039,174,0.4712
2013,1360,100.8,101.9,0.039,174,0.4712
2013,1409,98.2,99.4,0.05,175,0.4705
2013,1209,103.7,105.0,-0.05,176,0.4674
2013,1138,102.5,103.8,-0.068,177,0.4658
2013,1222,105.8,107.3,-0.006999999999999999,178,0.4643
2013,1241,97.3,98.9,0.059000000000000004,179,0.4602
2013,1241,97.3,98.9,0.059000000000000004,179,0.4602
2013,1241,97.3,98.9,0.059000000000000004,179,0.4602
2013,1241,97.3,98.9,0.059000000000000004,179,0.4602
2013,1356,100.1,101.6,0.046,180,0.4598
2013,1356,100.1,101.6,0.046,180,0.4598
2013,1356,100.1,101.6,0.046,180,0.4598
2013,1356,100.1,101.6,0.046,180,0.4598
2013,1318,104.5,106.2,0.063,181,0.4593
2013,1374,98.4,100.0,-0.07,182,0.4582
2013,1374,98.4,100.0,-0.07,182,0.4582
2013,1374,98.4,100.0,-0.07,182,0.4582
2013,1374,98.4,100.0,-0.07,182,0.4582
2013,1443,100.1,101.8,0.039,183,0.456
2013,1443,100.1,101.8,0.039,183,0.456
2013,1443,100.1,101.8,0.039,183,0.456
2013,1443,100.1,101.8,0.039,183,0.456
2013,1198,99.3,101.1,0.069,184,0.4537
2013,1198,99.3,101.1,0.069,184,0.4537
2013,1198,99.3,101.1,0.069,184,0.4537
2013,1198,99.3,101.1,0.069,184,0.4537
2013,1254,109.0,111.0,0.018000000000000002,185,0.4522
2013,1254,109.0,111.0,0.018000000000000002,185,0.4522
2013,1254,109.0,111.0,0.018000000000000002,185,0.4522
2013,1254,109.0,111.0,0.018000000000000002,185,0.4522
2013,1136,107.4,109.5,0.059000000000000004,186,0.4496
2013,1447,95.8,97.8,0.054000000000000006,187,0.4469
2013,1205,97.3,99.4,-0.036000000000000004,188,0.4452
2013,1205,97.3,99.4,-0.036000000000000004,188,0.4452
2013,1205,97.3,99.4,-0.036000000000000004,188,0.4452
2013,1205,97.3,99.4,-0.036000000000000004,188,0.4452
2013,1149,99.4,101.6,-0.05,189,0.4444
2013,1149,99.4,101.6,-0.05,189,0.4444
2013,1149,99.4,101.6,-0.05,189,0.4444
2013,1149,99.4,101.6,-0.05,189,0.4444
2013,1405,101.6,103.9,0.012,190,0.442
2013,1348,98.2,100.8,-0.043,191,0.4337
2013,1348,98.2,100.8,-0.043,191,0.4337
2013,1348,98.2,100.8,-0.043,191,0.4337
2013,1348,98.2,100.8,-0.043,191,0.4337
2013,1463,101.2,104.0,0.032,192,0.4306
2013,1227,96.3,99.2,0.040999999999999995,193,0.4265
2013,1120,97.0,99.9,-0.11699999999999999,194,0.4265
2013,1225,108.2,111.6,-0.001,195,0.4206
2013,1375,96.0,99.1,0.049,196,0.4206
2013,1375,96.0,99.1,0.049,196,0.4206
2013,1375,96.0,99.1,0.049,196,0.4206
2013,1375,96.0,99.1,0.049,196,0.4206
2013,1162,98.8,102.1,-0.12,197,0.4158
2013,1218,101.4,105.3,0.023,198,0.4055
2013,1346,100.9,104.8,-0.032,199,0.4045
2013,1288,97.6,101.5,-0.042,200,0.4002
2013,1132,95.0,98.9,-0.091,201,0.3997
2013,1132,95.0,98.9,-0.091,201,0.3997
2013,1132,95.0,98.9,-0.091,201,0.3997
2013,1132,95.0,98.9,-0.091,201,0.3997
2013,1168,104.5,108.8,-0.09699999999999999,202,0.3997
2013,1240,100.9,105.0,0.087,203,0.3996
2013,1464,99.8,103.9,0.034,204,0.3988
2013,1367,100.3,104.5,-0.076,205,0.3964
2013,1367,100.3,104.5,-0.076,205,0.3964
2013,1367,100.3,104.5,-0.076,205,0.3964
2013,1367,100.3,104.5,-0.076,205,0.3964
2013,1324,104.4,108.8,0.047,206,0.3954
2013,1189,97.9,102.3,0.053,207,0.3894
2013,1291,100.3,104.8,0.11699999999999999,208,0.3889
2013,1283,99.5,104.1,0.023,209,0.388
2013,1364,96.7,101.2,-0.04,210,0.386
2013,1364,96.7,101.2,-0.04,210,0.386
2013,1364,96.7,101.2,-0.04,210,0.386
2013,1364,96.7,101.2,-0.04,210,0.386
2013,1364,96.7,101.2,-0.04,210,0.386
2013,1364,96.7,101.2,-0.04,210,0.386
2013,1364,96.7,101.2,-0.04,210,0.386
2013,1364,96.7,101.2,-0.04,210,0.386
2013,1364,96.7,101.2,-0.04,210,0.386
2013,1421,99.2,104.0,-0.076,211,0.3826
2013,1413,102.1,107.1,-0.009000000000000001,212,0.3796
2013,1413,102.1,107.1,-0.009000000000000001,212,0.3796
2013,1413,102.1,107.1,-0.009000000000000001,212,0.3796
2013,1413,102.1,107.1,-0.009000000000000001,212,0.3796
2013,1219,98.1,103.0,-0.053,213,0.3776
2013,1219,98.1,103.0,-0.053,213,0.3776
2013,1219,98.1,103.0,-0.053,213,0.3776
2013,1219,98.1,103.0,-0.053,213,0.3776
2013,1376,99.0,104.0,0.027999999999999997,214,0.3757
2013,1376,99.0,104.0,0.027999999999999997,214,0.3757
2013,1376,99.0,104.0,0.027999999999999997,214,0.3757
2013,1376,99.0,104.0,0.027999999999999997,214,0.3757
2013,1456,104.8,110.4,-0.064,215,0.3712
2013,1258,95.1,100.3,-0.016,216,0.3685
2013,1258,95.1,100.3,-0.016,216,0.3685
2013,1258,95.1,100.3,-0.016,216,0.3685
2013,1258,95.1,100.3,-0.016,216,0.3685
2013,1169,101.5,107.1,-0.018000000000000002,217,0.3667
2013,1369,102.4,108.3,-0.033,218,0.3611
2013,1369,102.4,108.3,-0.033,218,0.3611
2013,1369,102.4,108.3,-0.033,218,0.3611
2013,1369,102.4,108.3,-0.033,218,0.3611
2013,1366,85.9,90.9,0.06,219,0.3592
2013,1337,96.8,102.5,0.026000000000000002,220,0.3568
2013,1370,92.1,97.6,-0.174,221,0.3561
2013,1267,98.9,104.9,-0.009000000000000001,222,0.3534
2013,1216,91.9,97.6,0.08800000000000001,223,0.3512
2013,1313,93.0,98.8,0.121,224,0.3498
2013,1383,100.8,107.2,-0.068,225,0.348
2013,1299,89.6,95.3,0.017,226,0.3461
2013,1287,97.8,104.2,0.033,227,0.3424
2013,1135,93.8,100.1,0.040999999999999995,228,0.3412
2013,1114,94.3,100.7,0.06,229,0.3378
2013,1114,94.3,100.7,0.06,229,0.3378
2013,1114,94.3,100.7,0.06,229,0.3378
2013,1114,94.3,100.7,0.06,229,0.3378
2013,1157,95.5,102.1,-0.075,230,0.3346
2013,1157,95.5,102.1,-0.075,230,0.3346
2013,1157,95.5,102.1,-0.075,230,0.3346
2013,1157,95.5,102.1,-0.075,230,0.3346
2013,1418,98.6,105.5,-0.048,231,0.3345
2013,1358,91.7,98.2,-0.019,232,0.3322
2013,1194,97.1,104.2,0.011000000000000001,233,0.3258
2013,1194,97.1,104.2,0.011000000000000001,233,0.3258
2013,1194,97.1,104.2,0.011000000000000001,233,0.3258
2013,1194,97.1,104.2,0.011000000000000001,233,0.3258
2013,1402,99.8,107.2,0.008,234,0.325
2013,1391,98.1,105.7,0.016,235,0.3168
2013,1265,96.7,104.3,-0.052000000000000005,236,0.3151
2013,1221,96.8,104.4,0.002,237,0.3139
2013,1221,96.8,104.4,0.002,237,0.3139
2013,1221,96.8,104.4,0.002,237,0.3139
2013,1221,96.8,104.4,0.002,237,0.3139
2013,1141,103.4,111.7,0.0,238,0.3129
2013,1141,103.4,111.7,0.0,238,0.3129
2013,1141,103.4,111.7,0.0,238,0.3129
2013,1141,103.4,111.7,0.0,238,0.3129
2013,1441,99.8,107.8,-0.032,239,0.3123
2013,1441,99.8,107.8,-0.032,239,0.3123
2013,1441,99.8,107.8,-0.032,239,0.3123
2013,1441,99.8,107.8,-0.032,239,0.3123
2013,1236,96.9,104.7,0.021,240,0.3102
2013,1236,96.9,104.7,0.021,240,0.3102
2013,1236,96.9,104.7,0.021,240,0.3102
2013,1236,96.9,104.7,0.021,240,0.3102
2013,1167,95.3,103.1,0.006,241,0.3088
2013,1167,95.3,103.1,0.006,241,0.3088
2013,1167,95.3,103.1,0.006,241,0.3088
2013,1167,95.3,103.1,0.006,241,0.3088
2013,1185,90.3,97.9,0.017,242,0.3048
2013,1185,90.3,97.9,0.017,242,0.3048
2013,1185,90.3,97.9,0.017,242,0.3048
2013,1185,90.3,97.9,0.017,242,0.3048
2013,1427,98.4,106.9,-0.046,243,0.3007
2013,1427,98.4,106.9,-0.046,243,0.3007
2013,1427,98.4,106.9,-0.046,243,0.3007
2013,1427,98.4,106.9,-0.046,243,0.3007
2013,1427,98.4,106.9,-0.046,243,0.3007
2013,1427,98.4,106.9,-0.046,243,0.3007
2013,1427,98.4,106.9,-0.046,243,0.3007
2013,1427,98.4,106.9,-0.046,243,0.3007
2013,1427,98.4,106.9,-0.046,243,0.3007
2013,1335,92.8,100.8,-0.008,244,0.2988
2013,1294,100.2,108.9,-0.051,245,0.2985
2013,1294,100.2,108.9,-0.051,245,0.2985
2013,1294,100.2,108.9,-0.051,245,0.2985
2013,1294,100.2,108.9,-0.051,245,0.2985
2013,1182,97.6,106.1,0.022000000000000002,246,0.298
2013,1403,96.7,105.3,0.024,247,0.2938
2013,1403,96.7,105.3,0.024,247,0.2938
2013,1403,96.7,105.3,0.024,247,0.2938
2013,1403,96.7,105.3,0.024,247,0.2938
2013,1275,96.1,104.7,-0.066,248,0.2938
2013,1275,96.1,104.7,-0.066,248,0.2938
2013,1275,96.1,104.7,-0.066,248,0.2938
2013,1275,96.1,104.7,-0.066,248,0.2938
2013,1317,95.2,104.0,-0.024,249,0.287
2013,1317,95.2,104.0,-0.024,249,0.287
2013,1317,95.2,104.0,-0.024,249,0.287
2013,1317,95.2,104.0,-0.024,249,0.287
2013,1297,95.0,103.9,-0.033,250,0.2854
2013,1297,95.0,103.9,-0.033,250,0.2854
2013,1297,95.0,103.9,-0.033,250,0.2854
2013,1297,95.0,103.9,-0.033,250,0.2854
2013,1251,99.6,109.0,-0.023,251,0.2841
2013,1200,97.2,106.5,0.027000000000000003,252,0.2817
2013,1123,97.2,106.7,0.08,253,0.2783
2013,1111,96.8,106.4,0.01,254,0.2753
2013,1459,86.7,95.3,-0.059000000000000004,255,0.275
2013,1315,94.4,103.8,0.045,256,0.2745
2013,1315,94.4,103.8,0.045,256,0.2745
2013,1315,94.4,103.8,0.045,256,0.2745
2013,1315,94.4,103.8,0.045,256,0.2745
2013,1280,90.2,99.2,-0.011000000000000001,257,0.2738
2013,1377,101.5,111.8,-0.083,258,0.2715
2013,1377,101.5,111.8,-0.083,258,0.2715
2013,1377,101.5,111.8,-0.083,258,0.2715
2013,1377,101.5,111.8,-0.083,258,0.2715
2013,1263,95.1,104.8,0.019,259,0.2696
2013,1148,98.8,109.2,0.055999999999999994,260,0.2642
2013,1339,92.2,102.2,0.036000000000000004,261,0.2593
2013,1316,97.5,108.1,-0.01,262,0.2578
2013,1316,97.5,108.1,-0.01,262,0.2578
2013,1316,97.5,108.1,-0.01,262,0.2578
2013,1316,97.5,108.1,-0.01,262,0.2578
2013,1156,96.9,107.6,0.033,263,0.2548
2013,1330,96.9,107.8,-0.113,264,0.2512
2013,1330,96.9,107.8,-0.113,264,0.2512
2013,1330,96.9,107.8,-0.113,264,0.2512
2013,1330,96.9,107.8,-0.113,264,0.2512
2013,1165,97.0,107.9,0.027999999999999997,265,0.25
2013,1395,91.7,102.1,0.09,266,0.2495
2013,1395,91.7,102.1,0.09,266,0.2495
2013,1395,91.7,102.1,0.09,266,0.2495
2013,1395,91.7,102.1,0.09,266,0.2495
2013,1312,92.4,103.0,-0.047,267,0.2478
2013,1183,97.7,108.9,-0.033,268,0.2476
2013,1183,97.7,108.9,-0.033,268,0.2476
2013,1183,97.7,108.9,-0.033,268,0.2476
2013,1183,97.7,108.9,-0.033,268,0.2476
2013,1171,94.7,105.6,-0.008,269,0.2464
2013,1159,94.4,105.4,0.001,270,0.2442
2013,1357,98.2,109.9,0.006999999999999999,271,0.2391
2013,1357,98.2,109.9,0.006999999999999999,271,0.2391
2013,1357,98.2,109.9,0.006999999999999999,271,0.2391
2013,1357,98.2,109.9,0.006999999999999999,271,0.2391
2013,1110,95.3,107.1,0.004,272,0.2338
2013,1407,96.6,108.5,0.005,273,0.2333
2013,1306,90.2,101.4,-0.054000000000000006,274,0.2315
2013,1306,90.2,101.4,-0.054000000000000006,274,0.2315
2013,1306,90.2,101.4,-0.054000000000000006,274,0.2315
2013,1306,90.2,101.4,-0.054000000000000006,274,0.2315
2013,1399,93.6,105.4,0.037000000000000005,275,0.2295
2013,1399,93.6,105.4,0.037000000000000005,275,0.2295
2013,1399,93.6,105.4,0.037000000000000005,275,0.2295
2013,1399,93.6,105.4,0.037000000000000005,275,0.2295
2013,1457,93.0,104.7,0.037000000000000005,276,0.2294
2013,1126,95.9,107.9,-0.028999999999999998,277,0.2286
2013,1214,87.4,98.5,0.031,278,0.2257
2013,1422,94.9,107.5,-0.152,279,0.2178
2013,1422,94.9,107.5,-0.152,279,0.2178
2013,1422,94.9,107.5,-0.152,279,0.2178
2013,1422,94.9,107.5,-0.152,279,0.2178
2013,1368,93.7,106.4,0.046,280,0.2134
2013,1368,93.7,106.4,0.046,280,0.2134
2013,1368,93.7,106.4,0.046,280,0.2134
2013,1368,93.7,106.4,0.046,280,0.2134
2013,1204,93.9,106.7,0.011000000000000001,281,0.2133
2013,1204,93.9,106.7,0.011000000000000001,281,0.2133
2013,1204,93.9,106.7,0.011000000000000001,281,0.2133
2013,1204,93.9,106.7,0.011000000000000001,281,0.2133
2013,1389,91.2,103.7,0.061,282,0.2123
2013,1359,95.5,108.8,-0.008,283,0.2086
2013,1440,99.4,113.5,-0.023,284,0.2037
2013,1170,93.8,107.3,0.05,285,0.2021
2013,1115,89.4,102.3,0.11599999999999999,286,0.2002
2013,1115,89.4,102.3,0.11599999999999999,286,0.2002
2013,1115,89.4,102.3,0.11599999999999999,286,0.2002
2013,1115,89.4,102.3,0.11599999999999999,286,0.2002
2013,1423,94.4,108.3,0.022000000000000002,287,0.1978
2013,1423,94.4,108.3,0.022000000000000002,287,0.1978
2013,1423,94.4,108.3,0.022000000000000002,287,0.1978
2013,1423,94.4,108.3,0.022000000000000002,287,0.1978
2013,1175,94.7,108.8,0.053,288,0.1935
2013,1311,96.0,110.4,-0.024,289,0.1917
2013,1152,89.1,102.5,-0.081,290,0.1908
2013,1239,93.3,107.4,0.068,291,0.19
2013,1347,89.3,102.9,0.006999999999999999,292,0.1895
2013,1186,94.9,109.4,0.0,293,0.1887
2013,1186,94.9,109.4,0.0,293,0.1887
2013,1186,94.9,109.4,0.0,293,0.1887
2013,1186,94.9,109.4,0.0,293,0.1887
2013,1430,96.4,111.2,-0.005,294,0.1881
2013,1430,96.4,111.2,-0.005,294,0.1881
2013,1430,96.4,111.2,-0.005,294,0.1881
2013,1430,96.4,111.2,-0.005,294,0.1881
2013,1373,92.8,107.3,0.021,295,0.185
2013,1144,95.4,110.4,0.013999999999999999,296,0.183
2013,1454,92.6,107.4,-0.004,297,0.1791
2013,1286,98.1,114.0,0.032,298,0.1764
2013,1122,95.6,111.3,-0.071,299,0.1746
2013,1122,95.6,111.3,-0.071,299,0.1746
2013,1122,95.6,111.3,-0.071,299,0.1746
2013,1122,95.6,111.3,-0.071,299,0.1746
2013,1146,96.1,111.8,0.045,300,0.1744
2013,1146,96.1,111.8,0.045,300,0.1744
2013,1146,96.1,111.8,0.045,300,0.1744
2013,1146,96.1,111.8,0.045,300,0.1744
2013,1151,95.7,111.5,0.017,301,0.174
2013,1220,86.8,101.1,-0.025,302,0.1717
2013,1340,100.5,117.4,-0.10300000000000001,303,0.1698
2013,1252,94.2,110.1,0.053,304,0.168
2013,1420,92.8,108.6,-0.01,305,0.1666
2013,1420,92.8,108.6,-0.01,305,0.1666
2013,1420,92.8,108.6,-0.01,305,0.1666
2013,1420,92.8,108.6,-0.01,305,0.1666
2013,1381,89.9,105.3,-0.001,306,0.1654
2013,1381,89.9,105.3,-0.001,306,0.1654
2013,1381,89.9,105.3,-0.001,306,0.1654
2013,1381,89.9,105.3,-0.001,306,0.1654
2013,1394,93.9,110.1,-0.04,307,0.1648
2013,1188,90.0,105.4,-0.008,308,0.1648
2013,1188,90.0,105.4,-0.008,308,0.1648
2013,1188,90.0,105.4,-0.008,308,0.1648
2013,1188,90.0,105.4,-0.008,308,0.1648
2013,1270,93.3,109.4,0.08800000000000001,309,0.1637
2013,1319,92.7,108.7,0.04,310,0.1626
2013,1319,92.7,108.7,0.04,310,0.1626
2013,1319,92.7,108.7,0.04,310,0.1626
2013,1319,92.7,108.7,0.04,310,0.1626
2013,1415,86.7,102.4,-0.071,311,0.1536
2013,1415,86.7,102.4,-0.071,311,0.1536
2013,1415,86.7,102.4,-0.071,311,0.1536
2013,1415,86.7,102.4,-0.071,311,0.1536
2013,1284,88.9,105.1,0.018000000000000002,312,0.1517
2013,1363,87.5,103.7,0.021,313,0.1494
2013,1410,90.3,107.5,0.087,314,0.1439
2013,1410,90.3,107.5,0.087,314,0.1439
2013,1410,90.3,107.5,0.087,314,0.1439
2013,1410,90.3,107.5,0.087,314,0.1439
2013,1164,90.2,107.3,-0.038,315,0.1434
2013,1238,91.8,109.3,-0.015,316,0.1434
2013,1298,87.2,104.3,-0.049,317,0.1372
2013,1303,97.7,117.3,0.094,318,0.1332
2013,1303,97.7,117.3,0.094,318,0.1332
2013,1303,97.7,117.3,0.094,318,0.1332
2013,1303,97.7,117.3,0.094,318,0.1332
2013,1282,89.9,108.0,-0.022000000000000002,319,0.1325
2013,1282,89.9,108.0,-0.022000000000000002,319,0.1325
2013,1282,89.9,108.0,-0.022000000000000002,319,0.1325
2013,1282,89.9,108.0,-0.022000000000000002,319,0.1325
2013,1349,93.4,112.3,-0.032,320,0.1323
2013,1190,90.8,110.4,0.063,321,0.1191
2013,1226,89.1,108.4,-0.11699999999999999,322,0.1175
2013,1223,85.0,103.6,0.07200000000000001,323,0.1164
2013,1223,85.0,103.6,0.07200000000000001,323,0.1164
2013,1223,85.0,103.6,0.07200000000000001,323,0.1164
2013,1223,85.0,103.6,0.07200000000000001,323,0.1164
2013,1296,83.2,101.5,-0.053,324,0.115
2013,1296,83.2,101.5,-0.053,324,0.115
2013,1296,83.2,101.5,-0.053,324,0.115
2013,1296,83.2,101.5,-0.053,324,0.115
2013,1197,88.0,107.9,0.0,325,0.1099
2013,1384,91.2,112.0,0.034,326,0.1085
2013,1384,91.2,112.0,0.034,326,0.1085
2013,1384,91.2,112.0,0.034,326,0.1085
2013,1384,91.2,112.0,0.034,326,0.1085
2013,1108,83.3,102.7,-0.045,327,0.1039
2013,1419,89.5,110.4,-0.027000000000000003,328,0.1035
2013,1341,85.5,106.0,0.026000000000000002,329,0.0995
2013,1404,90.9,113.3,0.071,330,0.095
2013,1154,95.1,118.7,-0.005,331,0.0934
2013,1154,95.1,118.7,-0.005,331,0.0934
2013,1154,95.1,118.7,-0.005,331,0.0934
2013,1154,95.1,118.7,-0.005,331,0.0934
2013,1244,89.2,111.4,0.004,332,0.0931
2013,1224,80.8,101.4,-0.044000000000000004,333,0.0893
2013,1237,93.4,117.3,-0.054000000000000006,334,0.0876
2013,1255,92.0,115.7,-0.004,335,0.0874
2013,1342,93.2,117.3,0.01,336,0.0861
2013,1106,88.5,112.2,0.006,337,0.081
2013,1105,88.2,111.9,-0.004,338,0.08
2013,1192,90.1,114.8,0.027999999999999997,339,0.077
2013,1192,90.1,114.8,0.027999999999999997,339,0.077
2013,1192,90.1,114.8,0.027999999999999997,339,0.077
2013,1192,90.1,114.8,0.027999999999999997,339,0.077
2013,1354,87.9,113.5,-0.015,340,0.0678
2013,1202,88.5,114.8,-0.008,341,0.0649
2013,1290,86.8,112.8,-0.071,342,0.0635
2013,1290,86.8,112.8,-0.071,342,0.0635
2013,1290,86.8,112.8,-0.071,342,0.0635
2013,1290,86.8,112.8,-0.071,342,0.0635
2013,1127,82.8,109.2,-0.018000000000000002,343,0.0557
2013,1271,85.2,113.0,-0.028999999999999998,344,0.0527
2013,1271,85.2,113.0,-0.028999999999999998,344,0.0527
2013,1271,85.2,113.0,-0.028999999999999998,344,0.0527
2013,1271,85.2,113.0,-0.028999999999999998,344,0.0527
2013,1249,82.4,110.8,0.023,345,0.0458
2013,1309,84.0,113.5,0.042,346,0.0438
2013,1309,84.0,113.5,0.042,346,0.0438
2013,1309,84.0,113.5,0.042,346,0.0438
2013,1309,84.0,113.5,0.042,346,0.0438
2013,1212,73.4,124.5,-0.013999999999999999,347,0.0044
2014,1112,113.1,86.9,0.024,1,0.954
2014,1257,117.4,90.6,-0.044000000000000004,2,0.9515
2014,1196,115.8,90.0,0.059000000000000004,3,0.9476
2014,1438,114.0,89.5,0.027999999999999997,4,0.9419
2014,1455,117.7,92.7,0.009000000000000001,5,0.9399
2014,1437,115.8,93.7,0.086,6,0.9196
2014,1181,124.4,101.4,-0.026000000000000002,7,0.9126
2014,1166,125.7,102.5,-0.009000000000000001,8,0.9121
2014,1242,118.6,96.9,-0.04,9,0.9108
2014,1277,117.3,96.5,-0.009000000000000001,10,0.9038
2014,1458,119.5,98.7,0.02,11,0.9
2014,1433,107.9,89.4,-0.044000000000000004,12,0.8972
2014,1397,113.5,94.1,-0.09699999999999999,13,0.8968
2014,1276,122.3,101.6,0.055,14,0.8935
2014,1393,113.2,94.2,0.035,15,0.8926
2014,1417,116.8,97.5,-0.015,16,0.8885
2014,1246,114.9,96.3,-0.06,17,0.8844
2014,1338,115.1,96.5,-0.047,18,0.8841
2014,1326,107.1,89.9,-0.027999999999999997,19,0.8828
2014,1211,111.5,93.7,-0.006,20,0.8804
2014,1361,108.0,90.9,0.078,21,0.8787
2014,1329,114.0,96.0,-0.10099999999999999,22,0.878
2014,1235,115.9,97.8,0.07200000000000001,23,0.8758
2014,1153,107.9,91.4,0.05,24,0.8701
2014,1163,109.5,92.9,0.059000000000000004,25,0.8688
2014,1314,111.0,94.5,0.006,26,0.8646
2014,1314,111.0,94.5,0.006,26,0.8646
2014,1314,111.0,94.5,0.006,26,0.8646
2014,1314,111.0,94.5,0.006,26,0.8646
2014,1234,120.1,102.5,-0.114,27,0.8608
2014,1307,112.7,96.5,0.044000000000000004,28,0.857
2014,1307,112.7,96.5,0.044000000000000004,28,0.857
2014,1307,112.7,96.5,0.044000000000000004,28,0.857
2014,1307,112.7,96.5,0.044000000000000004,28,0.857
2014,1328,116.9,100.3,-0.012,29,0.8538
2014,1332,117.1,100.6,-0.032,30,0.8524
2014,1124,118.6,102.0,0.012,31,0.8492
2014,1374,108.3,93.5,-0.05,32,0.8455
2014,1217,111.2,96.3,0.024,33,0.839
2014,1387,104.6,91.2,0.024,34,0.8286
